step,orbit_index,sat_lat_deg,sat_lon_deg,footprint_radius_m,footprint_area_km2,footprint_earth_surface_ratio,footprint_horizon_utilization_ratio,covered_population_total,covered_population_points,covered_population_ratio,covered_ocean_points,covered_ocean_ratio,covered_population_places,covered_ocean_places
0,2896,35.6761919,139.6503106,98838.16666666667,30690.16582283345,6.016918941231692e-05,0.03732185512320653,42270901,7,0.017821277622826304,1,0.0006357279084551812,Tokyo|City|Japan;Yokohama|City|Japan;Kawasaki|City|Japan;Hachiōji|City|Japan;Maebashi|City|Japan;Kawagoe|City|Japan;Kōfu|City|Japan,Unknown River|River|Japan
1,2897,35.738344582070674,139.65004284220032,98838.16735157961,30690.166248177073,6.0169190246218606e-05,0.03732185526179851,42938653,8,0.018102799745460918,1,0.0006357279084551812,Tokyo|City|Japan;Yokohama|City|Japan;Kawasaki|City|Japan;Utsunomiya|City|Japan;Hachiōji|City|Japan;Maebashi|City|Japan;Kawagoe|City|Japan;Kōfu|City|Japan,Unknown River|River|Japan
2,2898,35.800497263705154,139.64977509359414,98838.16940631764,30690.167524207456,6.0169192747922704e-05,0.03732185567757429,43292545,9,0.018251999488813852,1,0.0006357279084551812,Tokyo|City|Japan;Yokohama|City|Japan;Kawasaki|City|Japan;Utsunomiya|City|Japan;Hachiōji|City|Japan;Mito|City|Japan;Maebashi|City|Japan;Kawagoe|City|Japan;Kōfu|City|Japan,Unknown River|River|Japan
3,2899,35.862649944467236,139.6495073633751,98838.17283087799,30690.16965092294,6.0169196917425975e-05,0.037321856370533285,43095005,8,0.018168717252137298,1,0.0006357279084551812,Tokyo|City|Japan;Yokohama|City|Japan;Kawasaki|City|Japan;Utsunomiya|City|Japan;Hachiōji|City|Japan;Mito|City|Japan;Maebashi|City|Japan;Kawagoe|City|Japan,Unknown River|River|Japan
4,2900,35.924802623920705,139.64923966073695,98838.1776252569,30690.172628321274,6.0169202754724e-05,0.037321857340674766,43095005,8,0.018168717252137298,1,0.0006357279084551812,Tokyo|City|Japan;Yokohama|City|Japan;Kawasaki|City|Japan;Utsunomiya|City|Japan;Hachiōji|City|Japan;Mito|City|Japan;Maebashi|City|Japan;Kawagoe|City|Japan,Unknown River|River|Japan
5,2901,35.98695530162936,139.6489719948737,98838.18378944849,30690.17645639894,6.016921025980988e-05,0.03732185858799748,43095005,8,0.018168717252137298,1,0.0006357279084551812,Tokyo|City|Japan;Yokohama|City|Japan;Kawasaki|City|Japan;Utsunomiya|City|Japan;Hachiōji|City|Japan;Mito|City|Japan;Maebashi|City|Japan;Kawagoe|City|Japan,Unknown River|River|Japan
6,2902,36.04910797715696,139.64870437497973,98838.1913234458,30690.181135151764,6.016921943267543e-05,0.03732186011250002,43095005,8,0.018168717252137298,1,0.0006357279084551812,Tokyo|City|Japan;Yokohama|City|Japan;Kawasaki|City|Japan;Utsunomiya|City|Japan;Hachiōji|City|Japan;Mito|City|Japan;Maebashi|City|Japan;Kawagoe|City|Japan,Unknown River|River|Japan
7,2903,36.11126065006728,139.6484368102498,98838.2002272398,30690.186664574325,6.016923027331003e-05,0.03732186191418054,43095005,8,0.018168717252137298,1,0.0006357279084551812,Tokyo|City|Japan;Yokohama|City|Japan;Kawasaki|City|Japan;Utsunomiya|City|Japan;Hachiōji|City|Japan;Mito|City|Japan;Maebashi|City|Japan;Kawagoe|City|Japan,Unknown River|River|Japan
8,2904,36.173413319924066,139.64816930987934,98838.21050081977,30690.19304466022,6.016924278170112e-05,0.03732186399303681,43095005,8,0.018168717252137298,1,0.0006357279084551812,Tokyo|City|Japan;Yokohama|City|Japan;Kawasaki|City|Japan;Utsunomiya|City|Japan;Hachiōji|City|Japan;Mito|City|Japan;Maebashi|City|Japan;Kawagoe|City|Japan,Unknown River|River|Japan
9,2905,36.23556598629104,139.64790188306426,98838.22214417346,30690.200275402087,6.016925695783427e-05,0.037321866349066354,43095005,8,0.018168717252137298,1,0.0006357279084551812,Tokyo|City|Japan;Yokohama|City|Japan;Kawasaki|City|Japan;Utsunomiya|City|Japan;Hachiōji|City|Japan;Mito|City|Japan;Maebashi|City|Japan;Kawagoe|City|Japan,Unknown River|River|Japan
